rank,file_name,series_name,total_length,train_length,test_length,kl_train_to_test,kl_test_to_train,symmetric_kl
178,022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.txt,DISTORTEDGP711MarkerLFM5z4,12000,6527,5355,0.029615795801,0.057731980168,0.043673887985
179,082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.txt,DISTORTEDresperation4,195250,128430,66819,0.029559161543,0.018675875582,0.024117518562
180,134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.txt,InternalBleeding15,7601,5684,1747,0.028948160640,0.027330492603,0.028139326621
181,013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.txt,DISTORTEDECG3,30000,16000,13900,0.028831195827,0.020637141777,0.024734168802
182,055_UCR_Anomaly_DISTORTEDapneaecg2_10000_20950_21100.txt,DISTORTEDapneaecg2,38501,20950,17401,0.027910243076,0.052542905460,0.040226574268
183,150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420.txt,Lab2Cmac011215EPG6,29859,12190,17439,0.027731834664,0.018185700561,0.022958767613
184,068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.txt,DISTORTEDinsectEPG4,9998,6508,3440,0.027667707041,0.031251362406,0.029459534724
185,042_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG6_7000_12190_12420.txt,DISTORTEDLab2Cmac011215EPG6,29859,12190,17439,0.027353488352,0.016657052013,0.022005270182
186,110_UCR_Anomaly_2sddb40_35000_56600_56900.txt,2sddb40,80001,56600,23101,0.027182616909,0.047206022836,0.037194319873
187,058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.txt,DISTORTEDapneaecg,38501,12240,26193,0.026549717767,0.047096423387,0.036823070577
188,120_UCR_Anomaly_ECG2_15000_16000_16100.txt,ECG2,30000,16000,13900,0.026395858321,0.010865781400,0.018630819861
189,234_UCR_Anomaly_mit14157longtermecg_18913_24600_24601.txt,mit14157longtermecg,98710,24600,74109,0.026131780312,0.025559107293,0.025845443803
190,145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.txt,Lab2Cmac011215EPG1,30001,17210,12741,0.026078917112,0.019587571088,0.022833244100
191,014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.txt,DISTORTEDECG3,30000,17000,12900,0.025732851449,0.013163058696,0.019447955073
192,148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520.txt,Lab2Cmac011215EPG4,30066,17390,12546,0.024871877381,0.018643375343,0.021757626362
193,060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.txt,DISTORTEDgait2,65000,46500,18200,0.024751253284,0.022261335122,0.023506294203
194,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974.txt,InternalBleeding8,7501,5865,1527,0.024508504168,0.022613701509,0.023561102838
195,099_UCR_Anomaly_NOISEInternalBleeding6_1500_3474_3629.txt,NOISEInternalBleeding6,7654,3474,4025,0.024437079969,0.024625526170,0.024531303069
196,149_UCR_Anomaly_Lab2Cmac011215EPG5_7000_17390_17520.txt,Lab2Cmac011215EPG5,29826,17390,12306,0.024367755532,0.018310166949,0.021338961241
197,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.txt,GP711MarkerLFM5z1,12000,6168,5788,0.024204267006,0.024206338399,0.024205302703
198,142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.txt,InternalBleeding6,7654,3474,4025,0.023866631526,0.021870689055,0.022868660291
199,129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.txt,GP711MarkerLFM5z3,12000,5948,6007,0.023672785012,0.024076716897,0.023874750955
200,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.txt,GP711MarkerLFM5z4,12000,6527,5355,0.023614191108,0.023524776757,0.023569483932
201,101_UCR_Anomaly_NOISELab2Cmac011215EPG4_6000_17390_17520.txt,NOISELab2Cmac011215EPG4,30066,17390,12546,0.022906091701,0.013939807216,0.018422949459
202,076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.txt,DISTORTEDresperation10,195000,130700,63120,0.022706053781,0.021612233108,0.022159143445
203,138_UCR_Anomaly_InternalBleeding19_3000_4187_4197.txt,InternalBleeding19,7500,4187,3303,0.022612927457,0.121808352064,0.072210639761
204,135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.txt,InternalBleeding16,7501,4187,3302,0.022572661283,0.121807711119,0.072190186201
205,063_UCR_Anomaly_DISTORTEDgaitHunt2_18500_31200_31850.txt,DISTORTEDgaitHunt2,64000,31200,32150,0.022321202876,0.026889967084,0.024605584980
206,136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.txt,InternalBleeding17,7500,3198,4191,0.022240124864,0.098912383259,0.060576254061
207,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.txt,InternalBleeding18,7500,4485,2913,0.022045486093,0.136651664102,0.079348575097
208,019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.txt,DISTORTEDGP711MarkerLFM5z1,12000,6168,5788,0.021961068856,0.081630858521,0.051795963688
209,020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.txt,DISTORTEDGP711MarkerLFM5z2,12000,7175,4612,0.021905120377,0.153828355992,0.087866738185
210,109_UCR_Anomaly_1sddb40_35000_52000_52620.txt,1sddb40,79795,52000,27175,0.021559768603,0.037332166445,0.029445967524
211,096_UCR_Anomaly_NOISEECG4_5000_16900_17100.txt,NOISEECG4,30000,16900,12900,0.020486093201,0.007647304417,0.014066698809
212,016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100.txt,DISTORTEDECG4,30000,16900,12900,0.020467666992,0.020413117122,0.020440392057
213,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200.txt,DISTORTEDgaitHunt3,64000,38400,24800,0.020351643148,0.017558624285,0.018955133716
214,141_UCR_Anomaly_InternalBleeding5_4000_6200_6370.txt,InternalBleeding5,7415,6200,1045,0.020006337542,0.020361955454,0.020184146498
215,057_UCR_Anomaly_DISTORTEDapneaecg4_6000_16000_16100.txt,DISTORTEDapneaecg4,38269,16000,22169,0.019840080023,0.037326880689,0.028583480356
216,001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.txt,DISTORTED1sddb40,79795,52000,27175,0.019782053581,0.033299678735,0.026540866158
217,039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.txt,DISTORTEDLab2Cmac011215EPG3,29950,16390,13530,0.018924836921,0.023175036505,0.021049936713
218,106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.txt,NOISEgaitHunt2,64000,31200,32150,0.018394300179,0.017353670745,0.017873985462
219,111_UCR_Anomaly_3sddb40_35000_46600_46900.txt,3sddb40,80000,46600,33100,0.018066161714,0.031555737311,0.024810949512
220,017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.txt,DISTORTEDECG4,30000,17000,12900,0.017989144981,0.009902367818,0.013945756399
221,040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520.txt,DISTORTEDLab2Cmac011215EPG4,30066,17390,12546,0.017688581771,0.017657911977,0.017673246874
222,121_UCR_Anomaly_ECG3_15000_16000_16100.txt,ECG3,30000,16000,13900,0.017567129074,0.010532507455,0.014049818265
223,002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.txt,DISTORTED2sddb40,80001,56600,23101,0.017501572598,0.029718558422,0.023610065510
224,208_UCR_Anomaly_CHARISten_5130_27929_27989.txt,CHARISten,40870,27929,12881,0.017404768891,0.008159144584,0.012781956737
225,128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.txt,GP711MarkerLFM5z2,12000,7175,4612,0.017302184125,0.017358728650,0.017330456387
226,041_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG5_7000_17390_17520.txt,DISTORTEDLab2Cmac011215EPG5,29826,17390,12306,0.016916856795,0.010503722240,0.013710289518
227,011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.txt,DISTORTEDECG1,30000,11800,17900,0.016624436154,0.033316041664,0.024970238909
228,018_UCR_Anomaly_DISTORTEDECG4_8000_17000_17100.txt,DISTORTEDECG4,30000,17000,12900,0.016525678489,0.010778511578,0.013652095033
229,235_UCR_Anomaly_mit14157longtermecg_18913_75450_75451.txt,mit14157longtermecg,97300,75450,21849,0.016463882368,0.032294352929,0.024379117648
230,124_UCR_Anomaly_ECG4_5000_16900_17100.txt,ECG4,30000,16900,12900,0.016379249733,0.008990011961,0.012684630847
231,131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.txt,GP711MarkerLFM5z5,12000,8612,3284,0.016303636210,0.017916931350,0.017110283780
232,125_UCR_Anomaly_ECG4_5000_17000_17100.txt,ECG4,30000,17000,12900,0.016231030308,0.008922841819,0.012576936063
233,126_UCR_Anomaly_ECG4_8000_17000_17100.txt,ECG4,30000,17000,12900,0.016229663552,0.008921514882,0.012575589217
234,122_UCR_Anomaly_ECG3_8000_17000_17100.txt,ECG3,30000,17000,12900,0.016225312607,0.008917079326,0.012571195966
235,056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.txt,DISTORTEDapneaecg3,38379,11111,27168,0.015720471777,0.020978925662,0.018349698720
236,015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.txt,DISTORTEDECG4,200000,16800,182900,0.015706938130,0.015752209360,0.015729573745
237,093_UCR_Anomaly_NOISE1sddb40_35000_52000_52620.txt,NOISE1sddb40,79795,52000,27175,0.014850372760,0.029012398910,0.021931385835
238,123_UCR_Anomaly_ECG4_5000_16800_17100.txt,ECG4,200000,16800,182900,0.014684279655,0.026876420901,0.020780350278
239,241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.txt,taichidbS0715Master,900000,837400,60900,0.013738836185,0.010730759509,0.012234797847
240,012_UCR_Anomaly_DISTORTEDECG2_15000_16000_16100.txt,DISTORTEDECG2,30000,16000,13900,0.013692882159,0.010338789008,0.012015835583
241,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.txt,InternalBleeding4,7321,4675,2288,0.013455056560,0.013377612646,0.013416334603
242,003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900.txt,DISTORTED3sddb40,80000,46600,33100,0.013378861369,0.028615930278,0.020997395823
243,100_UCR_Anomaly_NOISELab2Cmac011215EPG1_5000_17210_17260.txt,NOISELab2Cmac011215EPG1,30001,17210,12741,0.013141837827,0.016830388905,0.014986113366
244,238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.txt,mit14157longtermecg,99000,72600,26220,0.012339700944,0.006982202984,0.009660951964
245,227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.txt,mit14134longtermecg,59302,29000,30202,0.011651725783,0.012797409066,0.012224567425
246,097_UCR_Anomaly_NOISEGP711MarkerLFM5z3_5000_5948_5993.txt,NOISEGP711MarkerLFM5z3,12000,5948,6007,0.010146007138,0.018985562763,0.014565784950
247,119_UCR_Anomaly_ECG1_10000_11800_12100.txt,ECG1,30000,11800,17900,0.009949981239,0.035225434253,0.022587707746
248,236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.txt,mit14157longtermecg,97000,46350,50610,0.007815831837,0.017867443452,0.012841637644
249,222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700.txt,mit14046longtermecg,211502,91200,119802,0.004434054648,0.004874973710,0.004654514179
250,239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.txt,taichidbS0715Master,897667,593450,304153,0.002935340860,0.002418981056,0.002677160958
